Molecule,Group,Conformer,Atom_Index,F_Isotropic_ppm,F_Anisotropy_ppm
38,Group3_60-40,conf_09,10,257.131,130.377
38,Group3_60-40,conf_10,8,257.182,129.928
38,Group3_60-40,conf_10,9,257.051,130.43
38,Group3_60-40,conf_10,10,262.898,133.608
38,Group3_60-40,conf_11,8,262.93,133.428
38,Group3_60-40,conf_11,9,257.183,130.016
38,Group3_60-40,conf_11,10,257.157,130.309
38,Group3_60-40,conf_12,8,257.135,130.001
38,Group3_60-40,conf_12,9,257.053,130.47
38,Group3_60-40,conf_12,10,262.917,133.567
38,Group3_60-40,conf_13,8,257.201,130.051
38,Group3_60-40,conf_13,9,257.112,130.3
38,Group3_60-40,conf_13,10,262.881,133.573
38,Group3_60-40,conf_14,8,257.201,130.084
38,Group3_60-40,conf_14,9,257.161,130.17
38,Group3_60-40,conf_14,10,262.892,133.491
38,Group3_60-40,conf_15,8,252.174,121.968
38,Group3_60-40,conf_15,9,258.752,139.617
38,Group3_60-40,conf_15,10,252.143,125.96
38,Group4_40-60,conf_01,8,264.17,135.197
38,Group4_40-60,conf_01,9,257.948,131.159
38,Group4_40-60,conf_01,10,257.28,130.727
38,Group4_40-60,conf_02,8,257.965,131.177
38,Group4_40-60,conf_02,9,263.433,135.03
38,Group4_40-60,conf_02,10,257.552,131.31
38,Group4_40-60,conf_03,8,257.243,130.796
38,Group4_40-60,conf_03,9,257.5,131.023
38,Group4_40-60,conf_03,10,263.717,134.652
38,Group4_40-60,conf_04,8,262.6,133.696
38,Group4_40-60,conf_04,9,257.319,129.966
38,Group4_40-60,conf_04,10,256.931,131.422
38,Group4_40-60,conf_05,8,263.49,134.747
38,Group4_40-60,conf_05,9,257.887,131.372
38,Group4_40-60,conf_05,10,257.525,131.408
38,Group4_40-60,conf_06,8,257.264,130.871
38,Group4_40-60,conf_06,9,257.436,131.168
38,Group4_40-60,conf_06,10,263.742,134.795
38,Group4_40-60,conf_07,8,262.879,133.45
38,Group4_40-60,conf_07,9,257.183,130.007
38,Group4_40-60,conf_07,10,257.136,130.387
38,Group4_40-60,conf_08,8,257.154,130.027
38,Group4_40-60,conf_08,9,262.847,133.468
38,Group4_40-60,conf_08,10,257.114,130.436
38,Group4_40-60,conf_09,8,262.897,133.443
38,Group4_40-60,conf_09,9,257.17,130.062
38,Group4_40-60,conf_09,10,257.115,130.429
38,Group4_40-60,conf_10,8,257.179,129.928
38,Group4_40-60,conf_10,9,257.053,130.42
38,Group4_40-60,conf_10,10,262.899,133.593
38,Group4_40-60,conf_11,8,262.932,133.416
38,Group4_40-60,conf_11,9,257.183,130.014
38,Group4_40-60,conf_11,10,257.16,130.297
38,Group4_40-60,conf_12,8,257.132,130.001
38,Group4_40-60,conf_12,9,257.054,130.46
38,Group4_40-60,conf_12,10,262.918,133.552
38,Group4_40-60,conf_13,8,257.198,130.052
38,Group4_40-60,conf_13,9,257.113,130.292
38,Group4_40-60,conf_13,10,262.882,133.558
38,Group4_40-60,conf_14,8,257.198,130.085
38,Group4_40-60,conf_14,9,257.162,130.162
38,Group4_40-60,conf_14,10,262.893,133.477
38,Group4_40-60,conf_15,8,252.167,121.946
38,Group4_40-60,conf_15,9,258.755,139.606
38,Group4_40-60,conf_15,10,252.139,125.966
38,Group5_20-80,conf_01,8,264.172,135.181
38,Group5_20-80,conf_01,9,257.947,131.137
38,Group5_20-80,conf_01,10,257.275,130.726
38,Group5_20-80,conf_02,8,257.964,131.154
38,Group5_20-80,conf_02,9,263.436,135.011
38,Group5_20-80,conf_02,10,257.546,131.313
38,Group5_20-80,conf_03,8,257.238,130.796
38,Group5_20-80,conf_03,9,257.498,131.002
38,Group5_20-80,conf_03,10,263.72,134.635
38,Group5_20-80,conf_04,8,262.602,133.675
38,Group5_20-80,conf_04,9,257.315,129.965
38,Group5_20-80,conf_04,10,256.931,131.414
38,Group5_20-80,conf_05,8,263.492,134.731
38,Group5_20-80,conf_05,9,257.886,131.349
38,Group5_20-80,conf_05,10,257.519,131.407
38,Group5_20-80,conf_06,8,257.259,130.87
38,Group5_20-80,conf_06,9,257.435,131.145
38,Group5_20-80,conf_06,10,263.743,134.779
38,Group5_20-80,conf_07,8,262.88,133.432
38,Group5_20-80,conf_07,9,257.179,130.007
38,Group5_20-80,conf_07,10,257.137,130.375
38,Group5_20-80,conf_08,8,257.165,129.991
38,Group5_20-80,conf_08,9,262.823,133.5
38,Group5_20-80,conf_08,10,257.125,130.399
38,Group5_20-80,conf_09,8,262.897,133.425
38,Group5_20-80,conf_09,9,257.166,130.061
38,Group5_20-80,conf_09,10,257.116,130.416
38,Group5_20-80,conf_10,8,257.175,129.928
38,Group5_20-80,conf_10,9,257.055,130.407
38,Group5_20-80,conf_10,10,262.899,133.574
38,Group5_20-80,conf_11,8,262.932,133.397
38,Group5_20-80,conf_11,9,257.177,130.015
38,Group5_20-80,conf_11,10,257.16,130.287
38,Group5_20-80,conf_12,8,257.128,129.999
38,Group5_20-80,conf_12,9,257.056,130.448
38,Group5_20-80,conf_12,10,262.919,133.533
38,Group5_20-80,conf_13,8,257.193,130.053
38,Group5_20-80,conf_13,9,257.115,130.278
38,Group5_20-80,conf_13,10,262.883,133.539
38,Group5_20-80,conf_14,8,257.194,130.085
38,Group5_20-80,conf_14,9,257.164,130.147
38,Group5_20-80,conf_14,10,262.894,133.458
38,Group5_20-80,conf_15,8,252.16,121.911
38,Group5_20-80,conf_15,9,258.76,139.589
38,Group5_20-80,conf_15,10,252.134,125.975
38,Group6_100Org,conf_01,8,264.176,135.153
38,Group6_100Org,conf_01,9,257.946,131.102
38,Group6_100Org,conf_01,10,257.267,130.725
38,Group6_100Org,conf_02,8,257.964,131.118
38,Group6_100Org,conf_02,9,263.44,134.983
38,Group6_100Org,conf_02,10,257.537,131.313
38,Group6_100Org,conf_03,8,257.232,130.795
38,Group6_100Org,conf_03,9,257.497,130.972
38,Group6_100Org,conf_03,10,263.723,134.615
38,Group6_100Org,conf_04,8,262.605,133.641
38,Group6_100Org,conf_04,9,257.308,129.961
38,Group6_100Org,conf_04,10,256.932,131.404
38,Group6_100Org,conf_05,8,263.495,134.705
38,Group6_100Org,conf_05,9,257.884,131.315
38,Group6_100Org,conf_05,10,257.509,131.407
38,Group6_100Org,conf_06,8,257.251,130.869
38,Group6_100Org,conf_06,9,257.434,131.111
38,Group6_100Org,conf_06,10,263.747,134.754
38,Group6_100Org,conf_07,8,262.881,133.405
38,Group6_100Org,conf_07,9,257.172,130.006
38,Group6_100Org,conf_07,10,257.138,130.356
38,Group6_100Org,conf_08,8,257.159,129.99
38,Group6_100Org,conf_08,9,262.824,133.471
38,Group6_100Org,conf_08,10,257.129,130.375
38,Group6_100Org,conf_09,8,262.899,133.396
38,Group6_100Org,conf_09,9,257.16,130.061
38,Group6_100Org,conf_09,10,257.118,130.398
38,Group6_100Org,conf_10,8,257.169,129.927
38,Group6_100Org,conf_10,9,257.059,130.386
38,Group6_100Org,conf_10,10,262.9,133.544
38,Group6_100Org,conf_11,8,262.933,133.369
38,Group6_100Org,conf_11,9,257.17,130.016
38,Group6_100Org,conf_11,10,257.162,130.268
38,Group6_100Org,conf_12,8,257.122,129.998
38,Group6_100Org,conf_12,9,257.058,130.428
38,Group6_100Org,conf_12,10,262.92,133.502
38,Group6_100Org,conf_13,8,257.187,130.053
38,Group6_100Org,conf_13,9,257.117,130.259
38,Group6_100Org,conf_13,10,262.885,133.507
38,Group6_100Org,conf_14,8,257.188,130.087
38,Group6_100Org,conf_14,9,257.167,130.126
38,Group6_100Org,conf_14,10,262.897,133.427
38,Group6_100Org,conf_15,8,252.148,121.857
38,Group6_100Org,conf_15,9,258.768,139.561
38,Group6_100Org,conf_15,10,252.125,125.99
